url,creator_username,is_shoppable,post_id,description,create_time,formatted_date,duration,is_photo_post,content_type,views,likes,comments,shares
https://www.tiktok.com/@karollchanel/video/7495409839812644138,karollchanel,False,7495409839812644138,I hate iphone camera 🥹🫣 #iphonecamera #sucks #fixit #apple ,1745161134,2025-04-20 14:58:54,0,False,video,0,185,0,0
https://www.tiktok.com/@karollchanel/video/7495191521076301102,karollchanel,False,7495191521076301102,date night ❤️,1745110292,2025-04-20 00:51:32,0,False,video,0,544,0,0
https://www.tiktok.com/@karollchanel/video/7492060040824737066,karollchanel,False,7492060040824737066,cuánto daría por devolver el tiempo y estar sentada en una mesedora en mi campo #sajoma ,1744381217,2025-04-11 14:20:17,0,False,video,0,113,0,0
https://www.tiktok.com/@karollchanel/video/7491088294558567723,karollchanel,False,7491088294558567723,rip ☹️❤️ #rubyperez ,1744154918,2025-04-08 23:28:38,0,False,video,0,299,0,0
https://www.tiktok.com/@karollchanel/video/7490268586955689262,karollchanel,False,7490268586955689262,One love 🇯🇲 #jamaica ,1743964089,2025-04-06 18:28:09,0,False,video,0,252,0,0
https://www.tiktok.com/@davielmontilla_/video/7540835399883672846,davielmontilla_,False,7540835399883672846,💀🤣 es contenido #pollito🐣✨ #foryou #viral ,1755737600,2025-08-21 00:53:20,0,False,video,0,66,0,0
https://www.tiktok.com/@davielmontilla_/video/7540831202085850381,davielmontilla_,False,7540831202085850381,,1755736624,2025-08-21 00:37:04,0,False,video,0,41,0,0
https://www.tiktok.com/@jayyyh88/video/7525151768116841742,jayyyh88,False,7525151768116841742,She finally did it!! Haha only took two days to train her how to open a door. #aussie #aussiesdoingthings #tricks #opendoor #aussiethings #funny #cutie ,1752085975,2025-07-09 18:32:55,0,False,video,0,38,0,0
https://www.tiktok.com/@jayyyh88/video/7522286962246454541,jayyyh88,False,7522286962246454541,"Have been going thru hell and back and feel helpless not being able to be in a condition to work and give my girls the life they truly deserve . Being this sick changed our life. Please take the time to watch for 60 seconds would help us tremendously 😪 if you stayed , thank you ! ##60secondsTikTok ##viral##stroke##help#fillthisjar ",1751418928,2025-07-02 01:15:28,0,False,video,0,17,0,0
https://www.tiktok.com/@jayyyh88/video/7518099092438879501,jayyyh88,False,7518099092438879501,The fly entertainment with my girls and I 🤣#funny #flie #funnyvideos #laughing #tiktok ,1750443867,2025-06-20 18:24:27,0,False,video,0,18,0,0
https://www.tiktok.com/@jayyyh88/video/7513573977843961130,jayyyh88,True,7513573977843961130,Best snack containers! Link on this post! #snacks #toddlers #snack #snackideas #organize #toddlertok #snackbox #snackhacks #tiktok #healthy #kids #kidsoftiktok   ,1749390335,2025-06-08 13:45:35,0,False,video,0,13,0,0
https://www.tiktok.com/@alidalifetravel/video/7403358625265224991,alidalifetravel,False,7403358625265224991,"I am AlidaLifeTravel online and I create travel content for my favorite destinations in Europe. But I have also 25 years of experience in planning travel for individuals and groups. I worked for several Travel agencies and respected Tour Companies, in Europe and in 2016 I moved to the US for a job offer. A job I ""lost"" in the pandemic, started posting videos on my socials and started my own travel agency Vagabonda Travel.  That is the ""long story short"" :)  Thanks for being part of my community ❤️ #alidalifetravel #italytraveltips #italytips #italytravelagent #croatiatravelagent #europetravelagent ",1723728766,2024-08-15 13:32:46,0,False,video,0,598,0,0
https://www.tiktok.com/@anelya.abb/video/7531865452943805751,anelya.abb,False,7531865452943805751,Blackpink Deadline world tour 2025 in NY day 1 💕 @JENNIE @JISOO @ROSÉ @LISA #blackpink #deadlineworldtour #blink #jennie #jisoo #rosé #lisa #fyp ,1753649116,2025-07-27 20:45:16,0,False,video,0,55900,0,0
https://www.tiktok.com/@anelya.abb/video/7524074298617629966,anelya.abb,False,7524074298617629966,strawberry matcha latte 🍓🍵☕️🤤@Enly #coffee #coffeetiktok #coffeeshop #nyc #enly #strawberrymatcha #matcha #nycfood #nycfoodie #icedcoffee #fyp ,1751835097,2025-07-06 20:51:37,0,False,video,0,6618,0,0
https://www.tiktok.com/@stephanie.m.sardinas/video/7542281552978267406,stephanie.m.sardinas,True,7542281552978267406,,1756099498,2025-08-24 22:24:58,0,False,video,660,24,1,0
https://www.tiktok.com/@lisa.mariee1/video/7542334379595402510,lisa.mariee1,True,7542334379595402510,,1756111797,2025-08-25 01:49:57,0,False,video,3737,70,15,3
https://www.tiktok.com/@lauren.clutter/video/7540299418252119309,lauren.clutter,False,7540299418252119309,,1755637980,2025-08-19 14:13:00,0,False,video,26800,1625,32,4
